1, terralith:mage_tower_spring, HEADING, header:ignore, 0, 0, 0
374, dungeons_arise:mushroom_mines, HEADING, header:ignore, 0, 0, 0
375, minecraft:mineshaft_mesa, HEADING, header:ignore, 0, 0, 0
376, mythic_charms:maroon_composer, HEADING, header:ignore, 0, 0, 0
377, minecraft:ancient_city, HEADING, header:ignore, 0, 0, 0
378, ctov:medium/village_mountain_alpine, HEADING, header:ignore, 0, 0, 0
379, hopo:portal, HEADING, header:ignore, 0, 0, 0
380, archon:spire, HEADING, header:ignore, 0, 0, 0
381, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
382, ctov:small/village_desert_oasis, HEADING, header:ignore, 0, 0, 0
383, bettermineshafts:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
384, the_bumblezone:honey_fountain, HEADING, header:ignore, 0, 0, 0
385, dungeons_arise:greenwood_pub, HEADING, header:ignore, 0, 0, 0
386, ctov:medium/village_mountain, HEADING, header:ignore, 0, 0, 0
387, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
388, minecraft:swamp_hut, MONSTER, minecraft:witch, 5, 1, 1
389, minecraft:swamp_hut, CREATURE, minecraft:cat, 5, 1, 1
390, twigs:bloodstone_obelisk, HEADING, header:ignore, 0, 0, 0
391, ctov:medium/village_savanna_na, HEADING, header:ignore, 0, 0, 0
392, dungeons_arise_seven_seas:victory_frigate, HEADING, header:ignore, 0, 0, 0
393, ctov:small/village_plains, HEADING, header:ignore, 0, 0, 0
394, betterend:eternal_portal, HEADING, header:ignore, 0, 0, 0
395, evenbetterarcheology:fossil_jungle_0, HEADING, header:ignore, 0, 0, 0
396, farmers_structures:cook_nether_1, HEADING, header:ignore, 0, 0, 0
397, the_bumblezone:subway, HEADING, header:ignore, 0, 0, 0
398, ctov:large/village_underground, HEADING, header:ignore, 0, 0, 0
399, friendsandfoes:illusioner_training_grounds, HEADING, header:ignore, 0, 0, 0
400, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:illusioner, 5, 1, 1
401, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:pillager, 20, 1, 2
402, terralith:underground/oak_cabin, HEADING, header:ignore, 0, 0, 0
403, evenbetterarcheology:mott, HEADING, header:ignore, 0, 0, 0
404, terralith:underground_cabin, HEADING, header:ignore, 0, 0, 0
405, bosses_of_mass_destruction:obsidilith_arena, HEADING, header:ignore, 0, 0, 0
406, terralith:underground/frosted_dungeon, HEADING, header:ignore, 0, 0, 0
407, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
408, ctov:medium/village_dark_forest, HEADING, header:ignore, 0, 0, 0
409, mythic_charms:camp, HEADING, header:ignore, 0, 0, 0
410, dungeons_arise:aviary, HEADING, header:ignore, 0, 0, 0
411, dungeons_arise:aviary, MONSTER, minecraft:phantom, 60, 2, 3
412, ctov:large/village_taiga_fortified, HEADING, header:ignore, 0, 0, 0
413, deeperdarker:ancient_temple, HEADING, header:ignore, 0, 0, 0
414, minecraft:ocean_ruin_warm, HEADING, header:ignore, 0, 0, 0
415, evenbetterarcheology:fossil_chicken_birch, HEADING, header:ignore, 0, 0, 0
416, the_bumblezone:throne_pillar, HEADING, header:ignore, 0, 0, 0
417, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
418, betternether:nether_city, HEADING, header:ignore, 0, 0, 0
419, dungeons_arise:fishing_hut, HEADING, header:ignore, 0, 0, 0
420, frostiful:frostologer_castle, HEADING, header:ignore, 0, 0, 0
421, frostiful:frostologer_castle, MONSTER, frostiful:chillager, 5, 1, 1
422, minecraft:village_desert, HEADING, header:ignore, 0, 0, 0
423, ribbits:ribbit_village, HEADING, header:ignore, 0, 0, 0
424, paradise_lost:aurel_tower, HEADING, header:ignore, 0, 0, 0
425, bettermineshafts:mineshaft_lush, HEADING, header:ignore, 0, 0, 0
426, farmers_structures:quark_slime, HEADING, header:ignore, 0, 0, 0
427, spectrum:pedestal_ruins_stone, HEADING, header:ignore, 0, 0, 0
428, ae2:meteorite, HEADING, header:ignore, 0, 0, 0
429, ctov:large/village_desert, HEADING, header:ignore, 0, 0, 0
430, betterdungeons:small_dungeon, HEADING, header:ignore, 0, 0, 0
431, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
432, ctov:pillager_outpost_swamp, MONSTER, minecraft:pillager, 5, 1, 1
433, ctov:pillager_outpost_swamp, MONSTER, minecraft:evoker, 5, 1, 1
434, ctov:pillager_outpost_swamp, MONSTER, minecraft:vindicator, 5, 1, 1
435, ctov:pillager_outpost_swamp, MONSTER, minecraft:witch, 5, 1, 1
436, terralith:underground/witch_hut, HEADING, header:ignore, 0, 0, 0
437, bosses_of_mass_destruction:gauntlet_arena, HEADING, header:ignore, 0, 0, 0
438, minecraft:bastion_remnant, HEADING, header:ignore, 0, 0, 0
439, ad_astra:lunar_tower, HEADING, header:ignore, 0, 0, 0
440, archon:wither_tomb, HEADING, header:ignore, 0, 0, 0
441, archon:wither_tomb, MONSTER, minecraft:wither_skeleton, 8, 5, 5
442, terralith:mage_tower_winter, HEADING, header:ignore, 0, 0, 0
443, ctov:medium/village_taiga_fortified, HEADING, header:ignore, 0, 0, 0
444, betternether:altars, HEADING, header:ignore, 0, 0, 0
445, zenith:tower_sand, HEADING, header:ignore, 0, 0, 0
446, ctov:small/village_mountain, HEADING, header:ignore, 0, 0, 0
447, terralith:fortified_village, HEADING, header:ignore, 0, 0, 0
448, terralith:rubble_forest, HEADING, header:ignore, 0, 0, 0
449, ctov:medium/village_plains, HEADING, header:ignore, 0, 0, 0
450, the_bumblezone:sempiternal_sanctum_white, HEADING, header:ignore, 0, 0, 0
451, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
452, minecraft:pillager_outpost, MONSTER, minecraft:pillager, 5, 1, 1
453, the_bumblezone:sempiternal_sanctum_green, HEADING, header:ignore, 0, 0, 0
454, betterend:giant_ice_star, HEADING, header:ignore, 0, 0, 0
455, bettermineshafts:mineshaft_dripstone, HEADING, header:ignore, 0, 0, 0
456, the_bumblezone:pollinated_stream, HEADING, header:ignore, 0, 0, 0
457, spectrum:lizard_den/blackslag, HEADING, header:ignore, 0, 0, 0
458, spectrum:lizard_den/blackslag, CREATURE, spectrum:lizard, 5, 1, 2
459, nullscape:dragon_skeleton, HEADING, header:ignore, 0, 0, 0
460, ctov:small/village_mountain_alpine, HEADING, header:ignore, 0, 0, 0
461, ctov:pillager_outpost_dark_forest, HEADING, header:ignore, 0, 0, 0
462, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:pillager, 5, 1, 1
463, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:evoker, 5, 1, 1
464, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:vindicator, 5, 1, 1
465, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:witch, 5, 1, 1
466, dungeons_arise:illager_campsite, HEADING, header:ignore, 0, 0, 0
467, dungeons_arise:ceryneian_hind, HEADING, header:ignore, 0, 0, 0
468, ctov:medium/village_desert_oasis, HEADING, header:ignore, 0, 0, 0
469, the_bumblezone:battle_cubes, HEADING, header:ignore, 0, 0, 0
470, ctov:large/village_jungle, HEADING, header:ignore, 0, 0, 0
471, dungeons_arise:plague_asylum, HEADING, header:ignore, 0, 0, 0
472, betterwitchhuts:witch_hut, HEADING, header:ignore, 0, 0, 0
473, betterwitchhuts:witch_hut, MONSTER, minecraft:witch, 5, 1, 1
474, betterwitchhuts:witch_hut, CREATURE, minecraft:cat, 5, 1, 1
475, ctov:medium/village_mushroom, HEADING, header:ignore, 0, 0, 0
476, betternether:jungle_temples, HEADING, header:ignore, 0, 0, 0
477, dungeons_arise_seven_seas:pirate_junk, HEADING, header:ignore, 0, 0, 0
478, ctov:small/village_jungle_tree, HEADING, header:ignore, 0, 0, 0
479, spectrum:lizard_den/dripstone, HEADING, header:ignore, 0, 0, 0
480, spectrum:lizard_den/dripstone, CREATURE, spectrum:lizard, 5, 1, 2
481, snowyspirit:gingerbread_house, HEADING, header:ignore, 0, 0, 0
482, snowyspirit:gingerbread_house, MONSTER, minecraft:witch, 5, 1, 1
483, snowyspirit:gingerbread_house, CREATURE, minecraft:pig, 5, 1, 1
484, friendsandfoes:iceologer_cabin, HEADING, header:ignore, 0, 0, 0
485, friendsandfoes:iceologer_cabin, MONSTER, friendsandfoes:iceologer, 5, 1, 1
486, ctov:medium/village_mesa_fortified, HEADING, header:ignore, 0, 0, 0
487, dungeons_arise:coliseum, HEADING, header:ignore, 0, 0, 0
488, dml-refabricated:disruption, HEADING, header:ignore, 0, 0, 0
489, underground_villages:underground_village, HEADING, header:ignore, 0, 0, 0
490, spellbladenext:frosttower, HEADING, header:ignore, 0, 0, 0
491, the_bumblezone:honey_slime_ranch, HEADING, header:ignore, 0, 0, 0
492, the_bumblezone:honey_slime_ranch, CREATURE, the_bumblezone:honey_slime, 5, 1, 1
493, dungeons_arise:heavenly_conqueror, HEADING, header:ignore, 0, 0, 0
